Business Name,UBI#,Business Type,Principal Office Address,Registered Agent Name,Status
"MASSAGE CHIRO, LLC",603 203 944,WA LIMITED LIABILITY COMPANY,"3701 COLBY AVE, EVERETT, WA, 98201, UNITED STATES",CHRISTOPHERKEEZER,Administratively Dissolved
"MATHENY CHIROPRACTIC CENTER, PLLC",601 853 149,WA LIMITED LIABILITY COMPANY,,ROBERT J BURNETT PS,Administratively Dissolved
"MATHESON CHIROPRACTIC & WELLNESS CENTER, LLC",603 095 375,WA LIMITED LIABILITY COMPANY,"515 N. NEEL ST, C-105, KENNEWICK, WA, 99336-0000, UNITED STATES",GINGER MATHESON,Active
MATHEWS CHIROPRACTIC PLLC,602 869 266,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"8131 W KLAMATH CT, SUITE H, KENNEWICK, WA, 99336-5251, UNITED STATES",MARSHALL MATHEWS,Active
MAXIMUM HEALTH CHIROPRACTIC CENTER PS,602 292 753,WA PROFESSIONAL SERVICE CORPORATION,,DAVID ELLIS,Inactive
"MAXWELL CHIROPRACTIC AND WELLNESS CENTER, P.L.L.C.",601 999 031,WA PROFESSIONAL LIMITED LIABILITY COMPANY,,THOMAS F MCGRATH JR,Inactive
"MAXWELL CHIROPRACTIE AND WELLNESS CENTERS, P.S.",601 508 023,WA PROFESSIONAL SERVICE CORPORATION,,MELINDA A MAXWELL DC,Inactive
MAYER CHIROPRACTIC CLINIC L.L.C.,604 149 884,WA LIMITED LIABILITY COMPANY,"5907 NE ST JOHNS RD, VANCOUVER, WA, 98661, UNITED STATES",ROBERT C MAYER DC,Administratively Dissolved
MCAULEY CHIROPRACTIC PLLC,604 565 086,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"9002 190TH ST E, PUYALLUP, WA, 98375-6157, UNITED STATES",AUNDREAHA MARTINEZ,Active
"MCCANN FAMILY CHIROPRACTIC, P.L.L.C.",602 611 447,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"11605 STATE AVE STE 111, MARYSVILLE, WA, 98271, UNITED STATES",MATTHEW MCCANN,Active
MCCONNELL CHIROPRACTIC LLC,602 666 837,WA LIMITED LIABILITY COMPANY,"4324 MARTIN WAY E STE A, OLYMPIA, WA, 98516-5367, UNITED STATES",TIM MCCONNELL,Active
"MCCRACKEN CHIROPRACTIC & WELLNESS CENTER, PC",602 863 058,WA PROFESSIONAL SERVICE CORPORATION,"284 CENTRAL WAY, KIRKLAND, WA, 98033, UNITED STATES",DANA MCCRACKEN,Active
"MCINTOSH CHIROPRACTIC, INC.",601 781 240,WA PROFESSIONAL SERVICE CORPORATION,"2535 2ND AVE W, SEATTLE, WA, 98119-2303, UNITED STATES",MELYNDA S MC INTOSH,Active
"MCKEE CHIROPRACTIC, LLC",604 021 356,WA LIMITED LIABILITY COMPANY,"12815 CANYON RD E, PUYALLUP, WA, 98373, UNITED STATES",JACOB MCKEE,Administratively Dissolved
"MCKENNA CHIROPRACTIC CENTER, P.S.",602 240 779,WA PROFESSIONAL SERVICE CORPORATION,,ROBERT W SOWERS JR,Administratively Dissolved
"MCMULLIN FAMILY CHIROPRACTIC, PLLC",603 457 232,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"21707 103RD AVE CT E #B-201, GRAHAM, WA, 98338, UNITED STATES",MATTHEW MCMULLIN,Active
"MEADOW PARK CHIROPRACTIC P.S., INC.",602 308 860,WA PROFIT CORPORATION,"6915 LAKEWOOD DR W SSTE A-S, TACOMA, WA, 98445, UNITED STATES",OLDHAM & FRANCIS PS INC,Administratively Dissolved
"MEADOWS FAMILY CHIROPRACTIC, INC, P.S.",602 179 571,WA PROFESSIONAL SERVICE CORPORATION,"13325 100TH AVE NE STE D, SUITE D, KIRKLAND, WA, 98034, UNITED STATES",LEAH MEADOWS,Active
"MERIDIAN VALLEY CHIROPRACTIC CLINIC, P.S.",602 097 249,WA PROFESSIONAL SERVICE CORPORATION,"3603 W TAPPS DR E, LAKE TAPPS, WA, 98391-9192, UNITED STATES",VICE PRESIDENT,Voluntarily Dissolved
"MERWIN CHIROPRACTIC, INC.",602 165 971,WA PROFIT CORPORATION,,L MARK MERWIN,Administratively Dissolved
"METCALF CHIROPRACTIC HEALTH CENTER, INC.",602 651 457,WA PROFIT CORPORATION,"15435 MAIN ST NE, STE. 101, DUVALL, WA, 98019, UNITED STATES",JEFFREY METCALF,Active
"METHOD CHIROPRACTIC, PLLC",604 414 425,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"9516 NE 120TH ST APT H305, KIRKLAND, WA, 98034-8994, UNITED STATES",DIANA MATSON,Active
"METROPOLITAN CHIROPRACTIC, P.S.",602 724 992,WA PROFESSIONAL SERVICE CORPORATION,"1904 3RD AVE STE 608, SEATTLE, WA, 98101-1160, UNITED STATES",RICHARD A BARTLETT DC,Active
"MEYE CHIROPRACTIC, PLLC",603 078 607,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"1344 KING ST, BELLINGHAM, WA, 98229, UNITED STATES",TIMOTHY G KRELL,Administratively Dissolved
MEYER CHIROPRACTIC LLC,602 960 252,WA LIMITED LIABILITY COMPANY,"15224 MAIN ST SUITE 103, MILL CREEK, WA, 98012, UNITED STATES",DAVID  MEYER,Inactive
"MG CHIROPRACTIC, LLC",603 369 850,WA LIMITED LIABILITY COMPANY,"928 NW LEARY WAY # 203, SEATTLE, WA, 98107-4642, UNITED STATES",MASON GREENSLADE,Active
MICKEL CHIROPRACTIC INC.,602 567 389,WA PROFIT CORPORATION,"6204 NE HIGHWAY 99 STE C, VANCOUVER, WA, 98665-8746, UNITED STATES",REUBEN JAMES MICKEL,Active
"MID AMERICA CHIROPRACTIC CONSULTANTS OF WASHINGTON, INC.",602 040 834,WA PROFIT CORPORATION,,"NATIONAL REGISTERED AGENTS, INC.",Inactive
MID-TOWN CHIROPRATIC CENTER PLLC,601 927 096,WA PROFESSIONAL LIMITED LIABILITY COMPANY,,J MICHAEL AITKEN,Inactive
MIDDENDORF CHIROPRACTIC P.S.,603 463 087,WA PROFESSIONAL SERVICE CORPORATION,"2021 SE SEDGWICK RD, SUITE 1, PORT ORCHARD, WA, 98366-9410, UNITED STATES",DAVID W MIDDENDORF,Active
"MIDLAND CHIROPRACTIC, PLLC",602 891 090,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"10422 PORTLAND AVE E, TACOMA, WA, 98445, UNITED STATES",KEVIN ULMER,Administratively Dissolved
MIDTOWN CHIROPRACTIC & REHABILITATION PS,602 001 196,WA PROFESSIONAL SERVICE CORPORATION,"1420 5TH AVE STE 205, SEATTLE, WA, 98101-3940, UNITED STATES",MARK A BURICK,Active
"MILASICH CHIROPRATIC, P.S., INC.",601 893 662,WA PROFESSIONAL SERVICE CORPORATION,"6615 6TH AVE, TACOMA, WA, 98406-2027, UNITED STATES",MICHAEL L MILASICH,Active
"MILHAM FAMILY CHIROPRACTIC, INC. P.S.",602 415 151,WA PROFESSIONAL SERVICE CORPORATION,"11419 19TH AVE SE STE A109, EVERETT, WA, 98208-5120, UNITED STATES",JAMES C MILHAM DC,Active
MILL PLAIN CHIROPRACTIC INC,603 407 723,WA PROFIT CORPORATION,"7317 E MILL PLAIN BLVD, VANCOUVER, WA, 98664, UNITED STATES",DARIN SCHULTZ,Administratively Dissolved
MILLER CHIROPRACTIC INC,604 328 669,WA PROFESSIONAL SERVICE CORPORATION,"873 BETHEL AVE, PORT ORCHARD, WA, 98366-4229, UNITED STATES",SONYA VAZQUEZ,Administratively Dissolved
"MILLER CHIROPRACTIC, INC.",602 438 192,WA PROFIT CORPORATION,"4275 SE MILE HILL DR STE C, PORT ORCHARD, WA, 98366, UNITED STATES",SONYA VAZQUEZ,Inactive
MIRACLE MILE CHIROPRACTIC PC,602 737 084,WA PROFESSIONAL SERVICE CORPORATION,"1102 KRESKY AVE, CENTRALIA, WA, 98531-3732, UNITED STATES",KRISTINA MILLS DC,Active
MITCHELL FAMILY AND SPORTS CHIROPRACTIC LLC,603 233 869,WA LIMITED LIABILITY COMPANY,,LIONEL MITCHELL,Administratively Dissolved
"MITTELSTAEDT CHIROPRACTIC AND MASSAGE THERAPY, PS",602 189 977,WA PROFESSIONAL SERVICE CORPORATION,,BRIAN W MITTELSTAEDT,Administratively Dissolved
"MOBILE CHIROPRACTIC & MASSAGE, PLLC",603 336 873,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"3047 78TH AVE SE # 207, MERCER ISLAND, WA, 98040, UNITED STATES",STATEN C MEDSKER JR,Administratively Dissolved
MOBILE CHIROPRACTIC NW INC,604 424 048,WA PROFIT CORPORATION,"9403 NE 116TH STREET AVE, VANCOUVER, WA, 98662-2338, UNITED STATES",ARASH FATEMI,Active
"MOBILE CHIROS, PLLC",602 601 051,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"425 VINE ST #503, SEATTLE, WA, 98121, UNITED STATES",SHELLEY CATHREA ROY,Administratively Dissolved
"MOECKEL CHIROPRACTIC CENTER, PLLC",602 875 988,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"2364 JACKSON HWY, CHEHALIS, WA, 98532, UNITED STATES",SCOTT MOECKEL,Administratively Dissolved
"MOECKEL CHIROPRACTIC, P.S.",603 568 014,WA PROFESSIONAL SERVICE CORPORATION,"83 SW 13TH ST STE 2, CHEHALIS, WA, 98532-3602, UNITED STATES","SCOTT MOECKEL, DC",Active
"MOLZAN CHIROPRACTIC CENTER, INC.",601 997 333,WA PROFIT CORPORATION,,LORI LEE MOLZAN,Inactive
"MOMYER CHIROPRACTIC AND MASSAGE, PS",602 895 182,WA PROFESSIONAL SERVICE CORPORATION,"24604 104TH AVE SE STE 203, KENT, WA, 98030-5385, UNITED STATES","MOMYER CHIROPRACTIC AND MASSAGE, PS",Active
"MONROE CHIROPRACTIC AND ALTERNATIVE MEDICINE CENTER, P.S.",602 070 146,WA PROFESSIONAL SERVICE CORPORATION,"29326 NE 16TH PL, CARNATION, WA, 98014-9644, UNITED STATES","MONROE CHIROPRACTIC AND ALTERNATIVE MEDICINE CENTER, P.S.",Administratively Dissolved
"MONTALAND MCGRATH CHIROPRACTIC CENTER P.S., INC.",602 632 086,WA PROFESSIONAL SERVICE CORPORATION,"14405 NE 20TH ST STE 1, BELLEVUE, WA, 98007-3760, UNITED STATES",THOMAS G MCGRATH,Active
MONUMENTAL CHIROPRACTIC LLC,604 047 187,WA LIMITED LIABILITY COMPANY,"555 S MAIN ST, STE A, COLVILLE, WA, 99114-2517, UNITED STATES",SKYLER DUMAS,Active
"MOORE CHIROPRACTIC, DC LIMITED LIABILITY COMPANY",602 449 526,WA LIMITED LIABILITY COMPANY,"3320 E BAY DR, GIG HARBOR, WA, 98335, UNITED STATES",WAYNE W MOORE,Inactive
"MOORE CHIROPRACTIC, PLLC",602 937 161,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"924 STATE AVE NE, #201, OLYMPIA, WA, 98506-3957, UNITED STATES",SCOTT MOORE,Active
"MORGAN CHIROPRACTIC, P.C.",601 087 843,WA PROFESSIONAL SERVICE CORPORATION,,MAAGNUS MORGAN DC,Inactive
MORTON CHIROPRACTIC CENTER PLLC,604 213 691,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"118 2ND ST, MORTON, WA, 98356, UNITED STATES",CARRI KELLY,Active
MORTON CHIROPRACTIC CENTER PS,603 174 586,WA PROFESSIONAL SERVICE CORPORATION,,JOHN SWETZ,Administratively Dissolved
MORTON CHIROPRACTIC CLINIC LLC,602 444 043,WA LIMITED LIABILITY COMPANY,"444 FRONT ST #202, LYNDEN, WA, 98264, UNITED STATES",ALEXANDREA MORTON,Inactive
MOSES LAKE CHIROPRACTIC CENTER P.S.,600 049 404,WA PROFESSIONAL SERVICE CORPORATION,"414 S BEECH ST, MOSES LAKE, WA, 98837-1914, UNITED STATES",VAUGHN R FAIRBANKS,Active
"MOSS CHIROPRACTIC, P.C.",601 303 370,WA PROFESSIONAL SERVICE CORPORATION,"1508 19TH AVE, LONGVIEW, WA, 98632-3904, UNITED STATES",JONNA L MOSS,Active
"MOUNT VERNON CHIROPRACTIC, INC., P.S.",602 373 507,WA PROFESSIONAL SERVICE CORPORATION,"1600 ROOSEVELT AVE STE A, MOUNT VERNON, WA, 98273-2646, UNITED STATES",LAWRENCE A. PIRKLE,Active
MOUNTAIN VIEW CHIROPRACTIC AND WELLNESS CENTER P.L.L.C.,602 561 952,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"19102 STATE ROUTE 410 EAST #A, BONNEY LAKE, WA, 98391, UNITED STATES",JOHN HUYNH,Active
MOUNTAINS AND RIVERS CHIROPRACTIC PLLC,604 064 479,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"1526 BISHOP RD SW, TUMWATER, WA, 98512, UNITED STATES",NATHAN FLODING,Active
MOUNTAINWOOD CHIROPRACTIC CENTER LTD.,602 996 158,WA PROFIT CORPORATION,"3206 50TH ST CT NW STE 107, GIG HARBOR, WA, 98335, UNITED STATES",BENJAMIN MCKEE,Inactive
"MOVEMENT CHIROPRACTIC AND MASSAGE, LLC",604 353 755,WA LIMITED LIABILITY COMPANY,"603 HUNT AVE STE A, SUMNER, WA, 98390-1117, UNITED STATES",JORDAN THAANUM,Active
"MSW, MEIPPEN SICHIRO WILLIAM JANITORIAL SERVICES LLC",604 083 905,WA LIMITED LIABILITY COMPANY,"920 N ARGONNE RD STE 129, SPOKANE VALLEY, WA, 99212, UNITED STATES",JOHNFRANCOSICHIRO,Administratively Dissolved
"MUKILTEO CHIROPRACTIC CENTER, PLLC",604 082 634,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"8227 44TH AVE W, MUKILTEO, WA, 98275, UNITED STATES",GREGORY COFANO DC,Voluntarily Dissolved
"MUKILTEO CHIROPRACTIC CLINIC, PLLC",602 901 215,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"13619 MUKILTEO SPEEDWAY, SUITE B4, LYNNWOOD, WA, 98087-1671, UNITED STATES",MUKILTEO CHIROPRACTIC CLINIC,Active
"MURRY CHIROPRACTIC CLINIC, P.S.",602 526 998,WA PROFESSIONAL SERVICE CORPORATION,"412 GIRARD ST, BELLINGHAM, WA, 98225-4004, UNITED STATES",SALISH CORPORATE SERVICES LLC,Active
"MUTZEL FAMILY CHIROPRACTIC AND FUNCTIONAL NUTRITION, INC.",603 163 329,WA PROFIT CORPORATION,"227 BELLEVUE WAY NE #435, BELLEVUE, WA, 98004, UNITED STATES",DEANNA ARNILL-MUTZEL,Administratively Dissolved
MUTZEL FAMILY CHIROPRACTIC INC,603 135 394,WA PROFIT CORPORATION,,DEANNA ARNILL,Administratively Dissolved
"MY CHIRO, L.L.C.",602 956 173,WA LIMITED LIABILITY COMPANY,"14419 SE 40TH ST, BELLEVUE, WA, 98006, UNITED STATES",BRUCE WEISBEIN,Inactive
"MYOMEDI CHIROPRACTIC CLINIC, P.S.",602 791 750,WA PROFESSIONAL SERVICE CORPORATION,"31260 PACIFIC HWY S #9, FEDERAL WAY, WA, 98003, UNITED STATES",SUKJAE HUR,Active
NADER FAMILY CHIROPRACTIC INC,602 363 692,WA PROFIT CORPORATION,"17528 MERIDIAN E STE 207, PUYALLUP, WA, 98375, UNITED STATES",MICHAEL S NADER,Inactive
NADER FAMILY CHIROPRACTIC INC,604 094 023,WA PROFIT CORPORATION,"17528 MERIDIAN E, SUITE 207, PUYALLUP, WA, 98375-6286, UNITED STATES",NADER FAMILY CHIROPRACTIC,Active
NANDA CHIROPRACTIC PLLC,604 310 014,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"17763 134TH LN SE, RENTON, WA, 98058-6818, UNITED STATES",CHRISTOPHER PROUTY,Administratively Dissolved
"NAPAVINE FAMILY CHIROPRACTIC, PS",602 566 242,WA PROFESSIONAL SERVICE CORPORATION,"355 LINHART AVE NE, NAPAVINE, WA, 98565, UNITED STATES","NAPAVINE FAMILY CHIROPRACTIC, PS",Active
NASH CHIROPRACTIC P.S.,602 027 091,WA PROFESSIONAL SERVICE CORPORATION,"23303 HIGHWAY 99 STE G, EDMONDS, WA, 98026-8762, UNITED STATES",MATTHEW D NASH,Active
NATURAL CHOICE CHIROPRACTIC LLC,602 669 190,WA LIMITED LIABILITY COMPANY,"14313 NE 20TH AVE STE A112, VANCOUVER, WA, 98686-1485, UNITED STATES",LORIANN MCKELLAR,Active
NATURAL CHOICE CHIROPRACTIC PLLC,602 464 793,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"13433 NE 20TH ST #D, BELLEVUE, WA, 98005, UNITED STATES",CALAH TENNEY,Inactive
"NATURALLY CHIROPRACTIC FAMILY WELLNESS CENTER, INC., P.S.",602 146 175,WA PROFESSIONAL SERVICE CORPORATION,"9327 4TH ST NE, SUITE 6, LAKE STEVENS, WA, 98258-1630, UNITED STATES",DR NICOLE A MORIN,Active
"NATURES WAY CHIROPRACTIC, INC",602 176 085,WA PROFIT CORPORATION,,LARRY N KELLY,Inactive
"NAVRATIL/KEARNEY CHIROPRACTIC CLINIC, P.S.",601 047 860,WA PROFESSIONAL SERVICE CORPORATION,,JAMES NAVRATIL,Administratively Dissolved
"NELSON CHIROPRACTIC OFFICE, LTD., PS",602 169 897,WA PROFESSIONAL SERVICE CORPORATION,"16701 NE 80TH ST., STE 103, REDMOND, WA, 98052, UNITED STATES",CURTIS NELSON,Active
"NEW CENTURY CHIROPRACTIC, INC.",602 836 477,WA PROFIT CORPORATION,"515 116TH AVE NE, SUITE 150, BELLEVUE, WA, 98004, UNITED STATES",STEPHANIE KO,Inactive
"NEW HEIGHTS CHIROPRACTIC CLINIC, P.S.",601 096 487,WA PROFESSIONAL SERVICE CORPORATION,,GREGORY L DAVIES,Inactive
NEW LEAF CHIROPRACTIC & WELLNESS P.S.,604 393 383,WA PROFESSIONAL SERVICE CORPORATION,"3121 E MADISON ST, STE 103 A, SEATTLE, WA, 98112-4238, UNITED STATES",JOHN JOSEPH SANCTUARY OF CHIROPRACTIC,Active
"NEW LIFE CHIROPRACTIC INC, PS",602 684 042,WA PROFESSIONAL SERVICE CORPORATION,"2020 EL CAPITAN WAY #100, EVERETT, WA, 98208, UNITED STATES",BRICE KOVARIK,Administratively Dissolved
NEW START CHIROPRACTIC CORPORATION,603 286 960,WA PROFIT CORPORATION,"22315 HWY 99 STE B, EDMONDS, WA, 98026, UNITED STATES",DAVID YI,Active
"NEW WAVE CHIROPRACTICS, CORP",602 484 357,WA PROFIT CORPORATION,"115 SE 3RD STE E, COLLEGE PLACE, WA, 99324, UNITED STATES",SHARK TR LLC,Inactive
NEWPORT CHIROPRACTIC P.C.,602 760 582,WA PROFESSIONAL SERVICE CORPORATION,"14920 HWY 99 #110, LYNNWOOD, WA, 98087, UNITED STATES",STEVEN KIM,Inactive
"NEWPORT HILLS CHIROPRACTIC CENTER, P.S.",600 502 928,WA PROFESSIONAL SERVICE CORPORATION,"6437 RIPLEY LN SE, RENTON, WA, 98056-1501, UNITED STATES",NANCY E LORGE,Administratively Dissolved
"NEXUS CHIROPRACTIC, INC",603 280 384,WA PROFIT CORPORATION,"12214 SE MILL PLAIN BLVD, STE 101, VANCOUVER, WA, 98684, UNITED STATES",JANELL CHANDLER,Active
NICHIRO CORPORATION,600 612 492,FOREIGN PROFIT CORPORATION,,,Terminated
"NICHIRO PETER PAN INVESTMENT, INC.",601 593 550,WA PROFIT CORPORATION,"3015 112TH AVE NE, SUITE 100, BELLEVUE, WA, 98004-8001, UNITED STATES",KIRK J KOCH,Active
"NICHOLES CHIROPRACTIC, INC., P.S.",601 750 485,WA PROFESSIONAL SERVICE CORPORATION,"3459 S 152ND ST, TUKWILA, WA, 98188-2176, UNITED STATES",DAVID L NICHOLES,Active
NICO CHIROPRACTIC L.L.C.,602 371 943,WA LIMITED LIABILITY COMPANY,"219 BELLEVUE AVE E #304, SEATTLE, WA, 98102, UNITED STATES",SARENA SYPHERS D.C.,Inactive
"NICOLE APOLLON CHIROUZE, DMD, MPH, LLC",604 350 078,FOREIGN LIMITED LIABILITY COMPANY,"9825 SW 32ND AVE, PORTLAND, OR, 97219-6266, UNITED STATES",TINA WALKER,Terminated
"NIELSEN CHIROPRACTIC, PLLC",604 401 723,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"6127 N CEDAR ST, SPOKANE, WA, 99205-6714, UNITED STATES",KRISTINA NIELSEN,Active
"NISQUALLY VALLEY CHIROPRACTIC CENTER, P.S.",601 864 692,WA PROFESSIONAL SERVICE CORPORATION,,RAYMOND F KENT,Inactive
"NOBLE SPORTS CHIROPRACTIC, P.S.",602 647 756,WA PROFESSIONAL SERVICE CORPORATION,"119 GRAND AVE, SUITE C, BELLINGHAM, WA, 98225-4400, UNITED STATES",SALISH CORPORATE SERVICES LLC,Active
"NORDQUIST FAMILY CHIROPRACTIC, INC.",602 648 846,WA PROFIT CORPORATION,"8422 86TH AVE NW, GIG HARBOR, WA, 98332-6749, UNITED STATES",JON NORDQUIST,Active
"NORRIS CHIROPRACTIC HEALTH CARE, PLLC",602 318 295,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"6409 E MILL PLAIN BLVD, VANCOUVER, WA, 98661-7454, UNITED STATES",RANDALL C NORRIS,Active
"NORTH BEND CHIROPRACTIC AND GOLF FITNESS CENTER, PLLC",602 824 611,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"325 EAST THIRD STREET, NORTH BEND, WA, 98045, UNITED STATES",MATTHEW MILLER,Active
"NORTH BEND CHIROPRACTIC CENTER, P.S.",601 901 462,WA PROFESSIONAL SERVICE CORPORATION,,DAVID L LYONS,Inactive
"NORTH CENTRAL WASHINGTON CHIROPRACTIC IPA, LLC",601 926 272,WA LIMITED LIABILITY COMPANY,"102 COTTAGE AVE, CASHMERE, WA, 98815-1002, UNITED STATES",WILLIAM D PRATT,Active
"NORTH CITY CHIROPRACTIC HEALTH CLINIC, INC.",602 214 559,WA PROFIT CORPORATION,"1624 NE 179TH ST, SHORELINE, WA, 98155-3965, UNITED STATES",CHARIA CHERI A MARKOS,Active
NORTH CREEK CHIROPRACTIC/MASSAGE P.L.L.C.,602 337 189,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"18008 BOTHELL EVERETT HWY STE F, BOTHELL, WA, 98012-6842, UNITED STATES",MATT SNYDER,Active
NORTH END CHIROPRACTIC FOR HEALTH INC,601 968 217,WA PROFIT CORPORATION,,THOMAS A GOODWIN DC,Inactive
"NORTH HILL CHIROPRACTIC, PLLC",602 683 922,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"1625 MERIDIAN AVE E, EDGEWOOD, WA, 98371-1013, UNITED STATES",YURIY BELUGA,Active
"NORTH ISLAND CHIROPRACTIC & WELLNESS CENTER, PLLC",603 200 669,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"520 E WHIDBEY AVE, SUITE 101, OAK HARBOR, WA, 98277-5921, UNITED STATES",RONDLE BENNETT,Active
"NORTH PENINSULA CHIROPRACTIC, PLLC",602 435 692,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"20696 BOND RD NW STE 210, POULSBO, WA, UNITED STATES",SCOTT C HENDERSON,Inactive
"NORTH PINES CHIROPRACTIC, P.S.",602 131 633,WA PROFESSIONAL SERVICE CORPORATION,"1301 N PINES RD, SPOKANE VLY, WA, 99206-4964, UNITED STATES",MARK S JONES,Delinquent
"NORTH SEATTLE CHIROPRACTIC, INC.",602 330 973,WA PROFIT CORPORATION,,SAN U DO,Inactive
"NORTHGATE CHIROPRACTIC, PLLC",602 608 492,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"11065 5TH AVE NE, SUITE E, SEATTLE, WA, 98125-6100, UNITED STATES",RONNIE SIKKA DC,Active
"NORTHLAKE CHIROPRACTIC, PLLC",602 766 125,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"1914 N 34TH ST SUITE 100, SEATTLE, WA, 98103, UNITED STATES",KELLY S JOHNSON DC,Inactive
"NORTHWEST CHIROPRACTIC AND SPORTS INJURY REHABILITATION, PS",602 780 181,WA PROFESSIONAL SERVICE CORPORATION,"1601A WILLIAM WAY, MOUNT VERNON, WA, 98274, UNITED STATES",KEVINRINDAL,Administratively Dissolved
NORTHWEST CHIROPRACTIC ASSISTANTS ASSOCIATION,601 410 522,WA NONPROFIT CORPORATION,"875 140TH AVE NE # 203, BELLEVUE, WA, 98005, UNITED STATES",SUSAN L VLASUK DC,Inactive
"NORTHWEST CHIROPRACTIC CENTER NORTH, PSC",601 832 624,WA PROFESSIONAL SERVICE CORPORATION,"3704 172ND ST NE STE N, ARLINGTON, WA, 98223-6336, UNITED STATES",TONY GUTIERREZ III,Active
"NORTHWEST CHIROPRACTIC CENTER, PLLC",602 172 573,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"15230 163RD PLACE NE, WOODINVILLE, WA, 98072-8942, UNITED STATES",LEW C ESTABROOK,Voluntarily Dissolved
"NORTHWEST CHIROPRACTIC CLINIC,  P.S.",000 026 134,WA PROFESSIONAL SERVICE CORPORATION,,KEVIN S THOMPSON DC,Inactive
"NORTHWEST CHIROPRACTIC CLINIC, P.S.",602 086 829,WA PROFIT CORPORATION,"1601 WILLIAM WAY, MOUNT VERNON, WA, 98273-2500, UNITED STATES",JEFFREY F RINDAL,Active
"NORTHWEST CHIROPRACTIC, P.S.",602 886 667,WA PROFESSIONAL SERVICE CORPORATION,"34730 PACIFIC HWY S, FEDERAL WAY, WA, 98003, UNITED STATES",LORRI A NICHOLS,Active
"NORTHWEST CLINIC OF CHIROPRACTIC, PLLC",602 783 308,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"19655 1ST AVE S, STE 205, NORMANDY PARK, WA, 98148-2172, UNITED STATES",ASHLEY RUSNAK,Active
"NORTHWEST FAMILY CHIROPRACTIC, P.C.",601 879 408,WA PROFESSIONAL SERVICE CORPORATION,"17615 85TH AVE CT E, PUYALLUP, WA, 98375, UNITED STATES",JEFFREY HOLMES,Active
"NORTHWEST WASHINGTON CHIROPRACTIC INDEPENDENT PHYSICIANSASSOCIATION, LLC",601 998 098,WA LIMITED LIABILITY COMPANY,,ROBERT A ROREX,Inactive
"NORTHWOOD CHIROPRACTIC CLINIC, P.S.",601 742 259,WA PROFESSIONAL SERVICE CORPORATION,,DANIEL T HANSEN,Inactive
"NOTCH'S IRON WORKS, LLC",603 197 862,WA LIMITED LIABILITY COMPANY,"11208 62ND AVE E, PUYALLUP, WA, 98373, UNITED STATES",PAUL NOTCH,Administratively Dissolved
"NU STAR CHIROPRACTOR OF NW, INC",603 151 106,WA PROFIT CORPORATION,"12015 NE 8TH ST STE 1, BELLEVUE, WA, 98005, UNITED STATES",DAVID YI,Administratively Dissolved
NU-LIFE CHIROPRACTIC CENTER PC,602 788 308,WA PROFESSIONAL SERVICE CORPORATION,"14 NE GRACE AVENUE, P.O. BOX 520, BATTLE GROUND, WA, 98604, UNITED STATES",RANDALL NORRIS,Administratively Dissolved
"NU-LIFE CHIROPRACTIC CENTER, P.S.",000 078 212,WA PROFESSIONAL SERVICE CORPORATION,,RANDALL C NORRIS,Inactive
NW CHIROPRACTIC EQUIPMENT SALES AND REPAIR LLC,603 556 603,WA LIMITED LIABILITY COMPANY,"18330 8TH AVE SE, BOTHELL, WA, 98012-6803, UNITED STATES",JON CHINN,Active
NW EVERGREEN CHIROPRACTIC CORP,604 590 062,WA PROFIT CORPORATION,"19402 SE 13TH WAY, CAMAS, WA, 98607-8660, UNITED STATES",CASSANDRA LONG,Active
"NYREN CHIROPRACTIC CENTER, LLC",602 517 496,WA LIMITED LIABILITY COMPANY,"10828 GRAVELLY LAKE DR SW STE 108, TACOMA, WA, 98499-1300, UNITED STATES",CARL NYREN,Active
